PolicyNumber,EffectiveDate,ExpirationDate,Term,InsuredCustomerNumber,InsuredCompanyName,WrittenPremiumAmount,LineOfBusiness,LineOfBusinessCode,NewOrRenewal,InsuredIndustry,InsuredSector,DistributionChannel,InsuredEIN,InsuredCity,InsuredStateCode,InsuredContactCellPhone,InsuredContactEmail,InsuredNumberOfEmployees,InsuredEmployeeTier,InsuredAnnualRevenue,ProducerProfitCenterID,Territory,ProducerCode,AgentName,GenerationDate
5295674,2022-11-14,2023-11-14,12,6580524,Redefine Sticky Web Services,88900.00,Commercial Auto,AUTO,Renewal,Personal & Household Products,Consumer Non Cyclical,Direct Voice,94-4193125,Aurora,CO,302-477-4991,alexanderanita@jackson-moran.biz,889,3,475847029,69393,West,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:39.000+0000
6663601,2022-11-20,2023-11-20,12,8919630,Iterate Cross-Platform Experiences,73660.00,Worker's Comp,WC,New,Automotive Aftermarket,Retail,Agent Email ACORD,90-0153533,Charleston,WV,524-424-5253,dlee@fox.com,127,2,98863912,65294,Southeast,98527,ALKEME,2023-06-01 19:49:39.000+0000
1612232,2022-11-19,2023-11-19,12,3679859,Leverage Seamless Content,138600.00,Worker's Comp,WC,Renewal,Wholesale,Retail,Agent Email ACORD,91-4937182,Syracuse,NY,223-165-2686,ehammond@hotmail.com,420,2,398579160,16296,Northeast,33375,Lawley LLC,2023-06-01 19:49:39.000+0000
5249384,2022-11-03,2023-11-03,12,7651117,Morph Frictionless Systems,168720.00,Worker's Comp,WC,Renewal,Regional Banks,Financial,Agent Email ACORD,99-3912408,Elizabeth,NJ,361-194-9354,saragriffin@yahoo.com,888,3,462624024,83896,Northeast,64985,Shepherd Insurance,2023-06-01 19:49:39.000+0000
1661448,2022-11-11,2023-11-11,12,6927758,Expedite Real-Time Web Services,42000.00,Worker's Comp,WC,Renewal,Home Improvement,Construction,Agent Email ACORD,90-7895905,Lafayette,LA,743-774-1611,cvelasquez@ramos.com,105,2,41730045,25859,Central,49514,Premier Group Insurance Inc.,2023-06-01 19:49:39.000+0000
1449940,2022-11-18,2023-11-18,12,2771026,Harness Plug-And-Play Metrics,3900.00,Commercial Auto,AUTO,Renewal,Personal & Household Products,Consumer Non Cyclical,Direct Voice,94-2378232,Surprise,AZ,418-759-0927,lholt@gmail.com,39,1,20875179,69393,West,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:39.000+0000
400796,2022-11-16,2023-11-16,12,6478979,Incubate Killer E-Commerce,298200.00,Commercial Auto,AUTO,Renewal,Agricultural Production,Consumer Non Cyclical,Agent Email Not-ACORD,99-1166493,Sioux Falls,SD,477-673-6920,garyyoung@morris-prince.org,497,2,608988016,89148,Central,74785,Professional Insurance Associates,2023-06-01 19:49:39.000+0000
2677392,2022-11-12,2023-11-12,12,5550728,Benchmark Sticky Schemas,685600.00,Commercial Auto,AUTO,Renewal,Professional Services,Services,Agent Email Not-ACORD,99-7332267,Houston,TX,046-814-7005,rbrown@sanders.org,857,3,381403565,25859,Central,49514,Premier Group Insurance Inc.,2023-06-01 19:49:39.000+0000
6805744,2022-11-08,2023-11-08,12,1030586,Syndicate Holistic Systems,6100.00,Commercial Auto,AUTO,New,Department & Discount Retail,Retail,Agent Portal,94-1750910,Charlotte,NC,657-585-6878,robertrobinson@gmail.com,61,1,14625299,27719,Southeast,64916,Houchens Insurance Group Inc.,2023-06-01 19:49:39.000+0000
3704241,2022-11-10,2023-11-10,12,1056561,Benchmark Extensible E-Tailers,475200.00,Commercial Auto,AUTO,New,Security & Armored Car Services,Transportation,Agent Portal,91-3798400,Memphis,TN,527-943-9879,qhoover@chapman.com,264,2,42379128,49345,Central,47201,Robertson Ryan & Associates,2023-06-01 19:49:39.000+0000
1539474,2022-11-14,2023-11-14,12,3641672,Leverage Back-End Mindshare,108540.00,Worker's Comp,WC,Renewal,Restaurants,Services,Agent Email ACORD,90-5977256,Boston,MA,385-054-8909,chavezpatricia@gmail.com,402,2,72102720,65294,Northeast,98527,ALKEME,2023-06-01 19:49:39.000+0000
7205178,2022-11-01,2023-11-01,12,4642109,Empower Visionary Niches,304800.00,Worker's Comp,WC,Renewal,Environmental Services,Services,Agent Email ACORD,91-6502069,Kansas City,MO,550-501-6496,jasonthompson@hotmail.com,762,3,307012086,65294,Central,98527,ALKEME,2023-06-01 19:49:39.000+0000
383718,2022-11-09,2023-11-09,12,6139651,Exploit Web-Enabled Technologies,43300.00,Commercial Auto,AUTO,Renewal,Investment Services,Financial,Agent Email Not-ACORD,91-3674033,Tuscaloosa,AL,492-537-8177,joseleblanc@hotmail.com,433,2,509555699,31793,Central,43449,Sterling Seacrest Pritchard,2023-06-01 19:49:39.000+0000
5550589,2022-11-09,2023-11-09,12,4116571,Exploit Strategic Communities,26400.00,Commercial Auto,AUTO,New,Personal & Household Products,Consumer Non Cyclical,Direct Voice,94-8954689,Glendale,AZ,513-707-1462,stephensdonald@grant.com,264,2,141308904,69393,West,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:39.000+0000
2277284,2022-11-29,2023-11-29,12,8110108,Empower Cutting-Edge Mindshare,83030.00,Worker's Comp,WC,New,Regional Banks,Financial,Agent Portal,90-4785753,Cheyenne,WY,083-452-0238,huntcalvin@martinez.org,437,2,227665201,89148,West,74785,Professional Insurance Associates,2023-06-01 19:49:39.000+0000
6177746,2022-11-26,2023-11-26,12,9065759,Synthesize Interactive Applications,633820.00,Worker's Comp,WC,New,Software & Programming,Services,Direct Voice,99-1157074,Anchorage,AK,091-820-6883,adam82@cook.net,737,3,317274078,69393,West,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:39.000+0000
646588,2022-11-09,2023-11-09,12,4805307,Syndicate Wireless Technologies,69600.00,Commercial Auto,AUTO,New,Real Estate Operations,Services,Agent Email Not-ACORD,90-8511586,Waterbury,CT,174-159-0554,samanthamartinez@castillo-thomas.biz,87,1,125648358,34312,Northeast,10463,Towne Insurance,2023-06-01 19:49:39.000+0000
187349,2022-11-28,2023-11-28,12,6048411,Incentivize Strategic Functionalities,424800.00,Commercial Auto,AUTO,New,Agricultural Production,Consumer Non Cyclical,Direct Portal,98-3646036,Lafayette,LA,071-310-2264,brett27@ramirez.com,708,3,867532224,64599,Central,48920,VBBI Online Insurance LLC.,2023-06-01 19:49:39.000+0000
2493855,2022-11-04,2023-11-04,12,7541464,Architect Web-Enabled Web-Readiness,9800.00,Commercial Auto,AUTO,Renewal,Retail Apparel,Retail,Agent Email ACORD,91-0634764,Las Vegas,NV,718-596-5037,jmills@hotmail.com,98,1,19525716,27719,West,64916,Houchens Insurance Group Inc.,2023-06-01 19:49:39.000+0000
1808708,2022-11-21,2023-11-21,12,5834273,Morph B2C Info-Mediaries,6400.00,Worker's Comp,WC,New,Personal & Household Products,Consumer Non Cyclical,Agent Portal,99-6932339,Memphis,TN,810-323-4288,howardemma@gmail.com,16,1,8564176,65294,Central,98527,ALKEME,2023-06-01 19:49:39.000+0000
1905962,2022-11-26,2023-11-26,12,4547711,Disintermediate E-Business Initiatives,604000.00,Commercial Auto,AUTO,Renewal,Personal Services,Services,Direct Voice,90-3737789,Memphis,TN,046-679-5692,fjohnson@yahoo.com,755,3,1209620985,69393,Central,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:39.000+0000
517544,2022-11-02,2023-11-02,12,9874454,Evolve Intuitive Vortals,107600.00,Worker's Comp,WC,Renewal,Personal Services,Services,Direct Portal,91-4962069,Columbus,OH,686-276-2710,sgrant@dunn.com,269,2,430977543,64599,Central,48920,VBBI Online Insurance LLC.,2023-06-01 19:49:39.000+0000
7534028,2022-11-12,2023-11-12,12,9107181,Synthesize Ubiquitous Systems,36240.00,Commercial Auto,AUTO,Renewal,Grocery Stores,Retail,Agent Email Not-ACORD,92-5812124,Indianapolis,IN,219-286-8766,laura95@hotmail.com,151,2,107559112,65294,Central,98527,ALKEME,2023-06-01 19:49:39.000+0000
5270513,2022-11-05,2023-11-05,12,8378451,Transition Impactful Initiatives,33800.00,Commercial Auto,AUTO,Renewal,Automotive Aftermarket,Retail,Direct Voice,90-0165095,Philadelphia,PA,564-488-3273,kimberly23@gmail.com,169,2,131559064,69393,Northeast,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:39.000+0000
1593736,2022-11-30,2023-11-30,12,8344926,Synthesize Turn-Key Info-Mediaries,259740.00,Worker's Comp,WC,Renewal,Food Processing,Consumer Non Cyclical,Agent Email ACORD,98-2801113,Henderson,NV,959-620-1906,mbishop@davis.net,999,3,852895251,16296,West,33375,Lawley LLC,2023-06-01 19:49:39.000+0000
3419289,2022-11-22,2023-11-22,12,1147213,Embrace Interactive Supply-Chains,98700.00,Commercial Auto,AUTO,New,Personal & Household Products,Consumer Non Cyclical,Direct Voice,94-1321558,Virginia Beach,VA,758-844-1615,powens@hotmail.com,987,3,528302607,69393,Southeast,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:39.000+0000
8144268,2022-11-13,2023-11-13,12,1925684,Evolve World-Class Applications,482040.00,Commercial Auto,AUTO,New,Home Improvement,Construction,Agent Email Not-ACORD,91-7333283,Louisville,KY,668-893-8284,harmonmark@duke.com,412,2,163740748,16296,Central,33375,Lawley LLC,2023-06-01 19:49:39.000+0000
1862296,2022-11-05,2023-11-05,12,4208672,Extend End-To-End Vortals,169000.00,Commercial Auto,AUTO,New,Automotive Aftermarket,Retail,Agent Email ACORD,92-0318613,Oklahoma City,OK,447-245-9436,jason09@gmail.com,845,3,657795320,89148,Central,74785,Professional Insurance Associates,2023-06-01 19:49:39.000+0000
1394777,2022-11-13,2023-11-13,12,6104500,Envisioneer Dynamic Web-Readiness,22400.00,Commercial Auto,AUTO,Renewal,Specialty Retail,Retail,Direct Portal,99-6507211,Knoxville,TN,537-537-5396,ortegawarren@gmail.com,112,2,64423296,64599,Central,48920,VBBI Online Insurance LLC.,2023-06-01 19:49:39.000+0000
7416322,2022-11-20,2023-11-20,12,9594270,Scale 24/7 Architectures,179200.00,Commercial Auto,AUTO,Renewal,Professional Services,Services,Agent Portal,95-6526035,Nashville,TN,124-458-2375,jbraun@gmail.com,224,2,99690080,27719,Central,64916,Houchens Insurance Group Inc.,2023-06-01 19:49:39.000+0000
9236772,2022-11-19,2023-11-19,12,2146158,Re-Contextualize Plug-And-Play Relationships,82620.00,Commercial Auto,AUTO,Renewal,Transport & Logistics,Transportation,Agent Email Not-ACORD,90-6062741,Providence,RI,269-078-8125,pottscrystal@malone.net,51,1,14843193,34312,Northeast,10463,Towne Insurance,2023-06-01 19:49:39.000+0000
2355799,2022-11-11,2023-11-11,12,8110030,Benchmark Turn-Key Models,126360.00,Worker's Comp,WC,Renewal,Transport & Logistics,Transportation,Agent Portal,95-8568715,Salem,OR,232-097-4096,abigaillong@daugherty.biz,351,2,102156093,34312,West,10463,Towne Insurance,2023-06-01 19:49:39.000+0000
3767690,2022-11-03,2023-11-03,12,9294284,Facilitate Global Solutions,366610.00,Worker's Comp,WC,Renewal,Agricultural Production,Consumer Non Cyclical,Agent Email Not-ACORD,98-7694479,Billings,MT,195-005-3064,melissa24@hotmail.com,601,3,736422128,65294,West,98527,ALKEME,2023-06-01 19:49:39.000+0000
2025013,2022-11-14,2023-11-14,12,7230306,Iterate Plug-And-Play Experiences,117000.00,Commercial Auto,AUTO,Renewal,Environmental Services,Services,Direct Voice,98-3775866,Davenport,IA,387-038-4218,ochoaheather@gray.org,180,2,72522540,69393,Central,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:39.000+0000
1140955,2022-11-24,2023-11-24,12,1793763,Scale Dot-Com Niches,336700.00,Commercial Auto,AUTO,New,Environmental Services,Services,Direct Portal,99-3050626,Milwaukee,WI,790-729-2663,gperry@yahoo.com,518,3,208703754,64599,Central,48920,VBBI Online Insurance LLC.,2023-06-01 19:49:39.000+0000
6343950,2022-11-25,2023-11-25,12,6408295,E-Enable Sticky Action-Items,5850.00,Commercial Auto,AUTO,New,Home Improvement,Construction,Direct Portal,94-6318879,Cheyenne,WY,206-076-9261,chapmanalexis@mcintosh.com,5,1,1987145,64599,West,48920,VBBI Online Insurance LLC.,2023-06-01 19:49:39.000+0000
7749451,2022-11-21,2023-11-21,12,7039420,Incentivize Integrated Partnerships,106260.00,Commercial Auto,AUTO,Renewal,Pharmacy Services & Retail Drugstore,Retail,Direct Portal,91-9270464,Augusta,GA,463-027-1308,hcarlson@mcdaniel-henderson.com,483,2,1074257688,64599,Southeast,48920,VBBI Online Insurance LLC.,2023-06-01 19:49:39.000+0000
9266289,2022-11-04,2023-11-04,12,6192714,Synthesize User-Centric Channels,82080.00,Worker's Comp,WC,New,Restaurants,Services,Direct Voice,93-4634808,South Bend,IN,314-433-4055,nicholasrosales@wright.com,304,2,54525440,69393,Central,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:39.000+0000
7034623,2022-11-23,2023-11-23,12,9541112,Disintermediate Synergistic Portals,41300.00,Commercial Auto,AUTO,Renewal,Technology Retail,Retail,Agent Email ACORD,91-4124060,Elizabeth,NJ,664-130-0992,xmills@tanner-boyer.org,413,2,291914182,31793,Northeast,43449,Sterling Seacrest Pritchard,2023-06-01 19:49:39.000+0000
8194655,2022-11-25,2023-11-25,12,1160729,Extend Magnetic Functionalities,68780.00,Worker's Comp,WC,New,Alcoholic Beverages,Consumer Non Cyclical,Direct Portal,99-0615759,Cleveland,OH,188-708-9519,russelljessica@hotmail.com,181,2,694964342,64599,Central,48920,VBBI Online Insurance LLC.,2023-06-01 19:49:39.000+0000
2556571,2022-11-09,2023-11-09,12,1185261,Transition Magnetic Experiences,14520.00,Commercial Auto,AUTO,Renewal,Restaurants,Services,Agent Email Not-ACORD,92-1287300,Sioux Falls,SD,550-748-6872,tgonzalez@fields.info,66,1,11837760,83896,Central,64985,Shepherd Insurance,2023-06-01 19:49:39.000+0000
4648458,2022-11-13,2023-11-13,12,7059388,Aggregate One-To-One Vortals,26400.00,Worker's Comp,WC,Renewal,Personal Services,Services,Agent Email ACORD,98-1745150,Billings,MT,580-068-9738,gregoryvargas@yahoo.com,66,1,105741702,16296,West,33375,Lawley LLC,2023-06-01 19:49:39.000+0000
1258732,2022-11-11,2023-11-11,12,6586376,Benchmark World-Class Systems,45900.00,Commercial Auto,AUTO,Renewal,Personal & Household Products,Consumer Non Cyclical,Direct Portal,90-7995725,Providence,RI,016-607-9338,grubio@yahoo.com,459,2,245684799,64599,Northeast,48920,VBBI Online Insurance LLC.,2023-06-01 19:49:39.000+0000
9563629,2022-11-09,2023-11-09,12,6968805,Transform Leading-Edge Paradigms,70400.00,Commercial Auto,AUTO,New,Pharmacy Services & Retail Drugstore,Retail,Agent Email ACORD,99-6017874,New Haven,CT,543-902-7717,adamsjesus@ramos.com,320,2,711723520,27719,Northeast,64916,Houchens Insurance Group Inc.,2023-06-01 19:49:39.000+0000
9374676,2022-11-08,2023-11-08,12,7497609,Redefine Holistic Channels,76400.00,Commercial Auto,AUTO,New,Specialty Retail,Retail,Direct Voice,94-7727827,Baltimore,MD,702-567-3693,janecarpenter@hotmail.com,382,2,219729456,69393,Northeast,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:39.000+0000
9658271,2022-11-14,2023-11-14,12,9274448,Exploit B2C Systems,79600.00,Commercial Auto,AUTO,New,Consumer Financial Services,Financial,Direct Portal,90-5854858,Omaha,NE,077-032-1138,jmckay@white.com,398,2,385550958,64599,Central,48920,VBBI Online Insurance LLC.,2023-06-01 19:49:39.000+0000
6742161,2022-11-10,2023-11-10,12,7202539,Maximize Robust Metrics,23750.00,Worker's Comp,WC,New,Investment Services,Financial,Agent Email ACORD,98-5786994,Columbus,GA,809-415-8478,cbaldwin@ford-moreno.com,95,1,111796285,16296,Southeast,33375,Lawley LLC,2023-06-01 19:49:39.000+0000
3006184,2022-11-16,2023-11-16,12,5100026,Visualize Turn-Key Paradigms,55770.00,Commercial Auto,AUTO,New,Furniture & Fixtures,Retail,Agent Email ACORD,92-9399599,Charleston,SC,822-096-2296,lori72@yahoo.com,169,2,57148533,16296,Southeast,33375,Lawley LLC,2023-06-01 19:49:39.000+0000
5395009,2022-11-22,2023-11-22,12,3669907,Envisioneer Magnetic Infrastructures,64500.00,Commercial Auto,AUTO,Renewal,Technology Retail,Retail,Agent Email ACORD,95-4705032,Lakewood,NJ,422-748-0172,dominique53@dawson.info,645,3,455895030,25859,Northeast,49514,Premier Group Insurance Inc.,2023-06-01 19:49:39.000+0000
849148,2022-11-20,2023-11-20,12,9716577,E-Enable Rich Info-Mediaries,17820.00,Commercial Auto,AUTO,Renewal,Furniture & Fixtures,Retail,Agent Email ACORD,94-9256005,Salt Lake City,UT,760-111-3157,larakenneth@spence.net,54,1,18260478,49345,West,47201,Robertson Ryan & Associates,2023-06-01 19:49:39.000+0000
6192300,2022-11-05,2023-11-05,12,2159167,Extend 24/365 Solutions,534600.00,Commercial Auto,AUTO,Renewal,Transport & Logistics,Transportation,Agent Email Not-ACORD,98-3977466,Shreveport,LA,819-213-3341,mmartinez@williams-harris.net,330,2,96044190,49345,Central,47201,Robertson Ryan & Associates,2023-06-01 19:49:39.000+0000
7191831,2022-11-29,2023-11-29,12,5992290,Envisioneer Killer E-Markets,188400.00,Worker's Comp,WC,New,Department & Discount Retail,Retail,Direct Portal,93-5208372,Jackson,MS,739-294-7249,samanthakaufman@stephens.com,785,3,188210815,64599,Central,48920,VBBI Online Insurance LLC.,2023-06-01 19:49:39.000+0000
9896379,2022-11-22,2023-11-22,12,1102187,Matrix B2B Supply-Chains,48800.00,Worker's Comp,WC,Renewal,Environmental Services,Services,Agent Email Not-ACORD,94-3899452,Edinburg,TX,579-457-2574,ideleon@gmail.com,122,2,49154166,16296,Central,33375,Lawley LLC,2023-06-01 19:49:39.000+0000
141089,2022-11-29,2023-11-29,12,3289456,Synthesize Back-End Roi,585900.00,Commercial Auto,AUTO,Renewal,Special Transportation Services,Transportation,Agent Email ACORD,91-2153706,Columbus,OH,541-964-1691,duanemurphy@gmail.com,434,2,1470079520,65294,Central,98527,ALKEME,2023-06-01 19:49:39.000+0000
7286012,2022-11-15,2023-11-15,12,6136024,Synergize Magnetic E-Services,19200.00,Commercial Auto,AUTO,New,Alcoholic Beverages,Consumer Non Cyclical,Direct Voice,95-8789306,Birmingham,AL,936-383-6023,eglover@gardner.net,192,2,737199744,69393,Central,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:39.000+0000
4335947,2022-11-17,2023-11-17,12,3832151,Architect Granular Platforms,23400.00,Worker's Comp,WC,Renewal,Professional Services,Services,Agent Email ACORD,90-8670310,Charleston,SC,831-468-7634,bballard@gmail.com,30,1,13351350,89148,Southeast,74785,Professional Insurance Associates,2023-06-01 19:49:39.000+0000
1786853,2022-11-02,2023-11-02,12,3765560,Incubate Frictionless E-Commerce,1086930.00,Commercial Auto,AUTO,Renewal,Home Improvement,Construction,Agent Email Not-ACORD,92-8605699,Tucson,AZ,039-581-4288,gonzalezrobert@gmail.com,929,3,369211541,65294,West,98527,ALKEME,2023-06-01 19:49:39.000+0000
6294153,2022-11-19,2023-11-19,12,6855510,Synthesize Enterprise Users,84400.00,Commercial Auto,AUTO,New,Automotive Aftermarket,Retail,Direct Portal,98-3565324,Baltimore,MD,936-242-3861,brady90@nguyen.com,422,2,328508432,64599,Northeast,48920,VBBI Online Insurance LLC.,2023-06-01 19:49:39.000+0000
5562055,2022-11-01,2023-11-01,12,1842227,Aggregate Clicks-And-Mortar Paradigms,7700.00,Commercial Auto,AUTO,Renewal,Regional Banks,Financial,Agent Portal,91-4613191,Meridian,ID,368-721-4055,jon68@hotmail.com,77,1,40114921,49345,West,47201,Robertson Ryan & Associates,2023-06-01 19:49:39.000+0000
4803322,2022-11-07,2023-11-07,12,6425789,Target Sticky Methodologies,26970.00,Worker's Comp,WC,Renewal,Specialty Retail,Retail,Agent Email ACORD,93-3935146,El Monte,CA,171-680-6756,housebenjamin@gmail.com,93,1,53494344,34312,West,10463,Towne Insurance,2023-06-01 19:49:39.000+0000
9595284,2022-11-03,2023-11-03,12,4921365,Seize Bleeding-Edge Convergence,385600.00,Commercial Auto,AUTO,Renewal,Professional Services,Services,Agent Email ACORD,99-3144239,Hampton,VA,683-082-9170,xjones@hotmail.com,482,2,214511690,83896,Southeast,64985,Shepherd Insurance,2023-06-01 19:49:39.000+0000
5960517,2022-11-08,2023-11-08,12,1407709,Morph Transparent Functionalities,277240.00,Worker's Comp,WC,New,Automotive Aftermarket,Retail,Agent Portal,90-4406863,Wichita,KS,548-689-3086,laura52@hotmail.com,478,2,372101968,34312,Central,10463,Towne Insurance,2023-06-01 19:49:39.000+0000
6944140,2022-11-08,2023-11-08,12,9695179,Integrate Seamless Solutions,47580.00,Worker's Comp,WC,New,Agricultural Production,Consumer Non Cyclical,Agent Email Not-ACORD,98-8018845,Mobile,AL,693-575-2865,dianajohnson@rose-sparks.org,78,1,95575584,31793,Central,43449,Sterling Seacrest Pritchard,2023-06-01 19:49:39.000+0000
4657530,2022-11-21,2023-11-21,12,3169158,Benchmark Cross-Platform Convergence,142680.00,Worker's Comp,WC,Renewal,Automotive Aftermarket,Retail,Direct Portal,93-4245622,Saint Paul,MN,597-188-8955,michelle17@gmail.com,246,2,191500176,64599,Central,48920,VBBI Online Insurance LLC.,2023-06-01 19:49:39.000+0000
3900342,2022-11-02,2023-11-02,12,5417434,Monetize Mission-Critical Roi,17000.00,Commercial Auto,AUTO,Renewal,Department & Discount Retail,Retail,Agent Email ACORD,00-0175940,Wichita,KS,523-215-1593,anthony37@stout.com,170,2,40759030,89148,Central,74785,Professional Insurance Associates,2023-06-01 19:49:39.000+0000
