claimno,policyid,firstname,lastname,claimsreporteddate,policyeffectivedate,claimstatus,claimdescription,adjudicationstatus,adjudicationdescription,EOBgenerated,claimamount,paidamount,adjudicationdate,paymentdate,beneficiaryname,beneficiaryrelationship,beneficiarypct,checkno,lastupdated
10002419,10007502,Brandi,Lopez,07/31/2022,2022/04/02,P,Paid,,,N,51000,51000,,08/13/2022,Christopher Wheeler,Son,100,1001001,14/02/2023 10:26:20
10002420,10008727,Jessica,Le,09/04/2022,2022/08/01,A,Adjudicated,,,Y,426000,,09/29/2022,,Douglas Robinson,Daughter,100,,14/02/2023 10:26:20
10002421,10008730,Michael,Pruitt,09/04/2022,2022/08/01,A,Adjudicated,,,Y,81000,,10/02/2022,,Randy Robertson,Daughter,100,,14/02/2023 10:26:20
10002422,10008734,Randy,Adams,09/04/2022,2022/08/01,P,Paid,,,N,149000,149000,,10/03/2022,Teresa Gibson,Spouse,100,1001001,14/02/2023 10:26:20
10002423,10008739,Carl,Flores,09/04/2022,2022/08/01,R,Received,,,Y,307000,,,,Wendy Willis,Daughter,100,,14/02/2023 10:26:20
10002424,10008746,Kimberly,Craig,09/04/2022,2022/08/04,P,Paid,,,Y,256000,256000,,10/08/2022,Brent Ware,Daughter,100,1001001,14/02/2023 10:26:20
10002425,10008758,Zachary,Barker,09/04/2022,2022/08/05,I,Inprogress,FI,Fraud Investigation In Progress,Y,477000,,,,Adam Maddox,Daughter,100,,14/02/2023 10:26:20
10002426,10008764,Ashley,Washington,09/04/2022,2022/08/05,P,Paid,,,N,51000,51000,,09/17/2022,Megan Castillo,Spouse,100,1001001,14/02/2023 10:26:20
10002427,10008768,Sara,Wood,09/04/2022,2022/08/06,R,Received,,,Y,84000,,,,Thomas Brown,Daughter,100,,14/02/2023 10:26:20
10002428,10008775,Karen,Jacobs,09/04/2022,2022/08/07,I,Inprogress,PL,Policy Lapsed,N,286000,,,,Maria Trevino,Son,100,,14/02/2023 10:26:20
10002429,10008781,Mason,King,09/04/2022,2022/08/07,R,Received,,,N,103000,,,,Aaron Armstrong,Daughter,100,,14/02/2023 10:26:20
10002430,10008787,Sarah,Wilson,09/04/2022,2022/08/08,P,Paid,,,Y,450000,450000,,09/26/2022,Rebekah Hunt,Son,100,1001001,14/02/2023 10:26:20
10002431,10008791,Michelle,Johnson,09/04/2022,2022/08/09,A,Adjudicated,,,N,228000,,09/19/2022,,Jennifer Wade,Son,100,,14/02/2023 10:26:20
10002432,10008796,Taylor,Henson,09/04/2022,2022/08/12,I,Inprogress,FI,Fraud Investigation In Progress,N,68000,,,,Sara Zhang,Son,100,,14/02/2023 10:26:20
10002433,10008799,Daniel,Shaw,09/04/2022,2022/08/12,I,Inprogress,FI,Fraud Investigation In Progress,N,414000,,,,Todd Graham,Daughter,100,,14/02/2023 10:26:20
10002434,10008801,Brenda,Espinoza,09/04/2022,2022/08/12,P,Paid,,,N,465000,465000,,10/06/2022,Lisa Wood,Son,100,1001001,14/02/2023 10:26:20
10002435,10008808,Jennifer,Osborn,09/04/2022,2022/08/14,I,Inprogress,DP,Document in Process,Y,223000,,,,Robert Flowers,Daughter,100,,14/02/2023 10:26:20
10002436,10008810,Chad,Fisher,09/04/2022,2022/08/15,P,Paid,,,Y,216000,216000,,09/20/2022,Jay Lester,Daughter,100,1001001,14/02/2023 10:26:20
10002437,10008811,Melinda,Flynn,09/04/2022,2022/08/15,R,Received,,,Y,286000,,,,Jared Clark,Son,100,,14/02/2023 10:26:20
10002438,10008821,Sherry,Garcia,09/04/2022,2022/08/17,A,Adjudicated,,,N,255000,,09/11/2022,,Cheryl Young,Daughter,100,,14/02/2023 10:26:20
10002439,10008833,Shari,Ward,09/04/2022,2022/08/18,R,Received,,,N,449000,,,,Kevin Barrett,Spouse,100,,14/02/2023 10:26:20
10002440,10008836,Roger,Lam,09/04/2022,2022/08/18,P,Paid,,,Y,453000,453000,,09/26/2022,Frederick Ryan,Daughter,100,1001001,14/02/2023 10:26:20
10002441,10008841,Jennifer,Castillo,09/04/2022,2022/08/18,I,Inprogress,DP,Document in Process,N,431000,,,,Jennifer Ross,Spouse,100,,14/02/2023 10:26:20
10002442,10008848,John,Campbell,09/04/2022,2022/08/19,A,Adjudicated,,,N,151000,,09/30/2022,,John Henry,Spouse,100,,14/02/2023 10:26:20
10002443,10008859,Jo,Black,09/04/2022,2022/08/21,A,Adjudicated,,,Y,420000,,10/02/2022,,Ryan Hernandez,Daughter,100,,14/02/2023 10:26:20
10002444,10008864,Jeanne,Schmidt,09/04/2022,2022/08/21,I,Inprogress,BN,Beneficiary Not Found,Y,92000,,,,Emily Hill,Daughter,100,,14/02/2023 10:26:20
10002445,10008868,Jose,Sloan,09/04/2022,2022/08/23,R,Received,,,Y,106000,,,,Patricia Ramsey,Spouse,100,,14/02/2023 10:26:20
10002446,10008877,Felicia,Gutierrez,09/04/2022,2022/08/23,R,Received,,,N,212000,,,,Katherine Brown,Son,100,,14/02/2023 10:26:20
10002447,10008880,Lauren,Shaw,09/04/2022,2022/08/23,I,Inprogress,RA,Requirement Awaited,N,477000,,,,Ryan Ruiz,Daughter,100,,14/02/2023 10:26:20
10002448,10008881,Ethan,Young,09/04/2022,2022/08/23,R,Received,,,Y,201000,,,,Melissa Warren,Son,100,,14/02/2023 10:26:20
10002449,10008885,Tamara,Mills,09/04/2022,2022/08/24,A,Adjudicated,,,Y,138000,,09/23/2022,,Nathan Gomez,Son,100,,14/02/2023 10:26:20
10002450,10008886,William,Lopez,09/04/2022,2022/08/24,A,Adjudicated,,,Y,404000,,09/09/2022,,Scott Soto,Daughter,100,,14/02/2023 10:26:20
10002451,10008891,Megan,Hawkins,09/04/2022,2022/08/24,I,Inprogress,FI,Fraud Investigation In Progress,Y,122000,,,,Maria Michael,Spouse,100,,14/02/2023 10:26:20
10002452,10008899,Stacey,Perkins,09/04/2022,2022/08/25,I,Inprogress,RA,Requirement Awaited,Y,437000,,,,Andrea Silva,Son,100,,14/02/2023 10:26:20
10002453,10008901,Edwin,Lambert,09/04/2022,2022/08/25,A,Adjudicated,,,Y,369000,,10/01/2022,,Yvonne Sheppard,Spouse,100,,14/02/2023 10:26:20
10002454,10008905,Lori,Marsh,09/04/2022,2022/08/26,A,Adjudicated,,,N,202000,,10/04/2022,,Patricia Summers,Spouse,100,,14/02/2023 10:26:20
10002455,10008907,Christopher,Carroll,09/04/2022,2022/08/26,I,Inprogress,DP,Document in Process,N,312000,,,,Thomas Mason,Spouse,100,,14/02/2023 10:26:20
10002456,10008911,Juan,Solis,09/04/2022,2022/08/26,I,Inprogress,FI,Fraud Investigation In Progress,N,265000,,,,Susan Nixon,Son,100,,14/02/2023 10:26:20
10002457,10008914,Ruben,Lopez,09/04/2022,2022/08/26,I,Inprogress,PL,Policy Lapsed,Y,445000,,,,Thomas Harmon,Daughter,100,,14/02/2023 10:26:20
10002458,10008915,Angela,Jacobson,09/04/2022,2022/08/26,A,Adjudicated,,,N,381000,,10/01/2022,,Jason Mueller,Son,100,,14/02/2023 10:26:20
10002459,10008916,Richard,Rodriguez,09/04/2022,2022/08/26,P,Paid,,,Y,178000,178000,,10/05/2022,Richard Thomas,Spouse,100,1001001,14/02/2023 10:26:20
10002460,10008921,Elizabeth,Welch,09/04/2022,2022/08/28,R,Received,,,N,353000,,,,Thomas Turner,Spouse,100,,14/02/2023 10:26:20
10002461,10008924,Jenna,Griffith,09/04/2022,2022/08/28,R,Received,,,N,314000,,,,Kimberly Lane,Son,100,,14/02/2023 10:26:20
10002462,10008930,Rebecca,Garrison,09/04/2022,2022/08/29,A,Adjudicated,,,N,467000,,10/02/2022,,Jeffery Stein,Spouse,100,,14/02/2023 10:26:20
10002463,10008935,Brian,Watts,09/04/2022,2022/08/29,R,Received,,,Y,76000,,,,Jennifer Kim,Daughter,100,,14/02/2023 10:26:20
10002464,10008960,Alexis,Diaz,09/04/2022,2022/08/31,A,Adjudicated,,,N,195000,,09/13/2022,,Brooke Clark,Daughter,100,,14/02/2023 10:26:20
10002465,10008965,April,Blanchard,09/04/2022,2022/09/01,A,Adjudicated,,,N,410000,,09/10/2022,,Donald Rogers,Daughter,100,,14/02/2023 10:26:20
10002466,10008969,Eric,Hurst,09/04/2022,2022/09/01,A,Adjudicated,,,Y,243000,,09/13/2022,,Robert Hahn,Daughter,100,,14/02/2023 10:26:20
10002467,10008970,Jeffrey,Valdez,09/04/2022,2022/09/01,R,Received,,,Y,463000,,,,Jennifer Williams,Daughter,100,,14/02/2023 10:26:20
10002468,10008971,Linda,Gates,09/04/2022,2022/09/01,A,Adjudicated,,,Y,169000,,09/18/2022,,Nicholas Anderson,Spouse,100,,14/02/2023 10:26:20
10002469,10008982,Mark,Barron,09/04/2022,2022/09/02,R,Received,,,Y,392000,,,,John Fleming,Daughter,100,,14/02/2023 10:26:20
10002470,10008988,Samuel,Ho,09/04/2022,2022/09/03,P,Paid,,,Y,465000,465000,,09/23/2022,James Chan,Daughter,100,1001001,14/02/2023 10:26:20
10002471,10008989,Jill,Taylor,09/04/2022,2022/09/03,A,Adjudicated,,,Y,295000,,09/18/2022,,Peter Perez,Son,100,,14/02/2023 10:26:20
10002472,10008992,Richard,Clements,09/04/2022,2022/09/03,A,Adjudicated,,,Y,206000,,10/03/2022,,Christopher Spencer,Daughter,100,,14/02/2023 10:26:20
10002473,10009002,Andrew,Stevens,09/04/2022,2022/09/04,P,Paid,,,N,482000,482000,,09/29/2022,Beth Cole,Daughter,100,1001001,14/02/2023 10:26:20
10002474,10009005,Jessica,Evans,09/04/2022,2022/09/04,P,Paid,,,N,496000,496000,,09/14/2022,Ashley Ibarra DDS,Son,100,1001001,14/02/2023 10:26:20
10002475,10008414,Sherry,Rodriguez,09/04/2022,2022/06/27,R,Received,,,N,302000,,,,Matthew Lopez,Son,100,,14/02/2023 10:26:20
10002476,10008459,Shelley,Decker,09/04/2022,2022/07/05,R,Received,,,Y,408000,,,,Jordan Ball,Daughter,100,,14/02/2023 10:26:20
10002477,10008489,Mary,Torres,09/04/2022,2022/07/09,A,Adjudicated,,,Y,318000,,09/27/2022,,Caitlin May,Spouse,100,,14/02/2023 10:26:20
10002478,10008500,Wesley,Fitzpatrick,09/04/2022,2022/07/10,I,Inprogress,FI,Fraud Investigation In Progress,Y,103000,,,,Andrea Daniels,Spouse,100,,14/02/2023 10:26:20
10002479,10008544,James,Johnson,09/04/2022,2022/07/14,A,Adjudicated,,,Y,456000,,10/03/2022,,Rebecca Matthews,Son,100,,14/02/2023 10:26:20
10002480,10008554,Danielle,Orr,09/04/2022,2022/07/16,I,Inprogress,DP,Document in Process,N,297000,,,,Ann Smith,Spouse,100,,14/02/2023 10:26:20
10002481,10008555,Andrea,Jones,09/04/2022,2022/07/16,R,Received,,,Y,94000,,,,Jack Gonzalez,Son,100,,14/02/2023 10:26:20
10002482,10008605,Christina,Kelly,09/04/2022,2022/07/20,A,Adjudicated,,,Y,226000,,09/20/2022,,William Robles,Daughter,100,,14/02/2023 10:26:20
10002483,10008638,Jared,Jones,09/04/2022,2022/07/23,A,Adjudicated,,,Y,483000,,09/09/2022,,Heather Campbell,Spouse,100,,14/02/2023 10:26:20
10002484,10008324,Heather,Young,09/04/2022,2022/06/20,A,Adjudicated,,,Y,297000,,09/29/2022,,Christian Orozco,Daughter,100,,14/02/2023 10:26:20
10002485,10008342,Samantha,Perez,09/04/2022,2022/06/22,R,Received,,,Y,460000,,,,Elizabeth Douglas,Son,100,,14/02/2023 10:26:20
10002486,10008369,Brian,Becker,09/04/2022,2022/06/27,P,Paid,,,Y,454000,454000,,09/13/2022,Beth Castillo,Spouse,100,1001001,14/02/2023 10:26:20
10002487,10008377,Chris,Hernandez,09/04/2022,2022/06/27,R,Received,,,Y,394000,,,,Ethan Callahan,Son,100,,14/02/2023 10:26:20
10002488,10007855,Timothy,Nielsen,09/04/2022,2022/05/04,I,Inprogress,BN,Beneficiary Not Found,N,226000,,,,Barbara Anderson,Daughter,100,,14/02/2023 10:26:20
10002489,10007940,William,Valentine,09/04/2022,2022/05/13,A,Adjudicated,,,Y,495000,,09/27/2022,,Christie White,Daughter,100,,14/02/2023 10:26:20
10002490,10007980,Allison,Stone,09/04/2022,2022/05/19,P,Paid,,,N,451000,451000,,09/23/2022,Noah Morrison,Spouse,100,1001001,14/02/2023 10:26:20
10002491,10007990,Lisa,Moreno,09/04/2022,2022/05/20,P,Paid,,,N,320000,320000,,09/21/2022,Laura Bradley,Spouse,100,1001001,14/02/2023 10:26:20
10002492,10008058,Evan,Jones,09/04/2022,2022/05/27,P,Paid,,,Y,105000,105000,,09/26/2022,Sarah Dean,Daughter,100,1001001,14/02/2023 10:26:20
10002493,10007721,Jacob,Barton,09/04/2022,2022/04/26,R,Received,,,Y,397000,,,,Glenda Mcmahon PhD,Daughter,100,,14/02/2023 10:26:20
10002494,10007228,Christine,Silva,09/04/2022,2022/03/02,P,Paid,,,Y,202000,202000,,10/05/2022,Brenda Mccall,Son,100,1001001,14/02/2023 10:26:20
10002495,10006536,Destiny,Price,09/04/2022,2021/12/07,I,Inprogress,RA,Requirement Awaited,Y,73000,,,,Travis Curtis,Daughter,100,,14/02/2023 10:26:20
10002496,10009008,Malik,Benton,10/02/2022,2022/08/29,A,Adjudicated,,,Y,419000,,10/07/2022,,Christine Hoover,Daughter,100,,14/02/2023 10:26:20
10002497,10009010,Sherry,Alvarado,10/02/2022,2022/08/29,I,Inprogress,DP,Document in Process,N,409000,,,,Joseph Garcia,Son,100,,14/02/2023 10:26:20
10002498,10009013,Samuel,Rodriguez,10/02/2022,2022/08/30,A,Adjudicated,,,N,112000,,11/01/2022,,Jordan Hardy,Son,100,,14/02/2023 10:26:20
10002499,10009014,Melissa,Day,10/02/2022,2022/08/30,P,Paid,,,N,412000,412000,,10/18/2022,Mark Garcia,Son,100,1001001,14/02/2023 10:26:20
10002500,10009016,Jorge,Mendoza,10/02/2022,2022/08/30,R,Received,,,N,396000,,,,Mark Sanchez,Daughter,100,,14/02/2023 10:26:20
10002501,10009017,Tracy,Johnson,10/02/2022,2022/08/30,P,Paid,,,N,52000,52000,,10/27/2022,Joshua Henson,Daughter,100,1001001,14/02/2023 10:26:20
10002502,10009019,Traci,Ali,10/02/2022,2022/08/30,I,Inprogress,DP,Document in Process,N,463000,,,,Matthew Wallace,Daughter,100,,14/02/2023 10:26:20
10002503,10009020,Melissa,Adkins,10/02/2022,2022/08/31,A,Adjudicated,,,N,490000,,10/19/2022,,Donna White,Daughter,100,,14/02/2023 10:26:20
10002504,10009023,Cindy,Morales,10/02/2022,2022/08/31,R,Received,,,Y,344000,,,,Andrew Thomas,Daughter,100,,14/02/2023 10:26:20
10002505,10009038,James,Bennett,10/02/2022,2022/09/01,R,Received,,,Y,323000,,,,Suzanne York,Daughter,100,,14/02/2023 10:26:20
10002506,10009040,Darin,Decker,10/02/2022,2022/09/02,I,Inprogress,DP,Document in Process,Y,425000,,,,Laura Mcintyre,Daughter,100,,14/02/2023 10:26:20
10002507,10009049,Lance,Ellis,10/02/2022,2022/09/03,P,Paid,,,Y,344000,344000,,10/14/2022,Kelly Leach,Son,100,1001001,14/02/2023 10:26:20
10002508,10009051,Connie,Brown,10/02/2022,2022/09/03,P,Paid,,,Y,354000,354000,,10/21/2022,Crystal Green,Son,100,1001001,14/02/2023 10:26:20
10002509,10009054,Colleen,Jones,10/02/2022,2022/09/03,A,Adjudicated,,,N,479000,,10/16/2022,,Brittany Garcia,Son,100,,14/02/2023 10:26:20
10002510,10009058,Victoria,Lawrence,10/02/2022,2022/09/04,P,Paid,,,N,295000,295000,,11/04/2022,Kyle Washington,Spouse,100,1001001,14/02/2023 10:26:20
10002511,10009066,Jonathan,Hansen,10/02/2022,2022/09/04,I,Inprogress,FI,Fraud Investigation In Progress,Y,470000,,,,Christian Taylor,Son,100,,14/02/2023 10:26:20
10002512,10009076,Bobby,Hobbs,10/02/2022,2022/09/05,A,Adjudicated,,,Y,437000,,10/26/2022,,Briana Owens,Daughter,100,,14/02/2023 10:26:20
10002513,10009081,Eric,Lindsey,10/02/2022,2022/09/05,I,Inprogress,PL,Policy Lapsed,Y,411000,,,,Mr. Ryan Hogan,Son,100,,14/02/2023 10:26:20
10002514,10009088,Cynthia,Kaiser,10/02/2022,2022/09/07,P,Paid,,,N,115000,115000,,10/23/2022,Kathleen Luna,Daughter,100,1001001,14/02/2023 10:26:20
10002515,10009100,Danielle,King,10/02/2022,2022/09/10,A,Adjudicated,,,Y,78000,,10/17/2022,,Debbie Price,Spouse,100,,14/02/2023 10:26:20
10002516,10009105,Sarah,Young,10/02/2022,2022/09/11,A,Adjudicated,,,N,417000,,11/01/2022,,Trevor Wyatt,Daughter,100,,14/02/2023 10:26:20
10002517,10009108,Alejandro,Taylor,10/02/2022,2022/09/12,I,Inprogress,RA,Requirement Awaited,N,433000,,,,Christine Bell,Spouse,100,,14/02/2023 10:26:20
10002518,10009111,Shane,Cruz,10/02/2022,2022/09/12,P,Paid,,,N,310000,310000,,10/21/2022,Sydney Jackson,Daughter,100,1001001,14/02/2023 10:26:20
10002519,10009114,Amy,Hubbard,10/02/2022,2022/09/12,I,Inprogress,RA,Requirement Awaited,N,382000,,,,Joseph Vazquez,Daughter,100,,14/02/2023 10:26:20
10002520,10009117,Jeremy,Patel,10/02/2022,2022/09/12,R,Received,,,Y,166000,,,,Dr. Kim West DVM,Spouse,100,,14/02/2023 10:26:20
10002521,10009118,Daniel,Harvey,10/02/2022,2022/09/13,R,Received,,,N,396000,,,,Jennifer Smith,Spouse,100,,14/02/2023 10:26:20
10002522,10009127,Rachel,Black,10/02/2022,2022/09/14,A,Adjudicated,,,N,334000,,10/29/2022,,Zachary Spencer,Spouse,100,,14/02/2023 10:26:20
10002523,10009128,Jennifer,Williams,10/02/2022,2022/09/14,R,Received,,,N,177000,,,,John Davis,Son,100,,14/02/2023 10:26:20
10002524,10009131,Christopher,Smith,10/02/2022,2022/09/14,A,Adjudicated,,,Y,239000,,10/29/2022,,Dr. Renee Tran,Daughter,100,,14/02/2023 10:26:20
10002525,10009132,Angela,Kennedy,10/02/2022,2022/09/14,R,Received,,,N,230000,,,,John Ward,Daughter,100,,14/02/2023 10:26:20
10002526,10009135,Deborah,Young,10/02/2022,2022/09/14,I,Inprogress,DP,Document in Process,Y,401000,,,,Michelle Nelson,Daughter,100,,14/02/2023 10:26:20
10002527,10009136,Christopher,Hernandez,10/02/2022,2022/09/14,R,Received,,,N,201000,,,,Alyssa Daniels,Spouse,100,,14/02/2023 10:26:20
10002528,10009142,Mercedes,Mcdonald,10/02/2022,2022/09/15,R,Received,,,Y,164000,,,,Nicholas Patterson,Daughter,100,,14/02/2023 10:26:20
10002529,10009149,Laura,Roberson,10/02/2022,2022/09/16,I,Inprogress,PL,Policy Lapsed,N,200000,,,,Daniel Burgess,Son,100,,14/02/2023 10:26:20
10002530,10009153,Andrew,Smith,10/02/2022,2022/09/16,P,Paid,,,Y,483000,483000,,10/15/2022,Kevin Castaneda,Son,100,1001001,14/02/2023 10:26:20
10002531,10009162,Kristen,Lopez,10/02/2022,2022/09/17,R,Received,,,Y,456000,,,,Melissa Hernandez,Daughter,100,,14/02/2023 10:26:20
10002532,10009173,David,Rodriguez,10/02/2022,2022/09/19,P,Paid,,,N,394000,394000,,11/01/2022,Bridget Lee,Daughter,100,1001001,14/02/2023 10:26:20
10002533,10009175,Wendy,Bailey,10/02/2022,2022/09/19,A,Adjudicated,,,N,55000,,10/13/2022,,Carolyn Howard,Daughter,100,,14/02/2023 10:26:20
10002534,10009194,Rhonda,Ramirez,10/02/2022,2022/09/22,P,Paid,,,N,76000,76000,,10/11/2022,Emily Hill,Daughter,100,1001001,14/02/2023 10:26:20
10002535,10009199,Amy,Smith,10/02/2022,2022/09/22,A,Adjudicated,,,N,354000,,10/20/2022,,Joseph Brown,Spouse,100,,14/02/2023 10:26:20
10002536,10009201,William,Warner,10/02/2022,2022/09/22,P,Paid,,,N,202000,202000,,10/22/2022,Maria Brown,Spouse,100,1001001,14/02/2023 10:26:20
10002537,10009213,David,Parrish,10/02/2022,2022/09/23,P,Paid,,,Y,277000,277000,,10/17/2022,Laura Hernandez,Daughter,100,1001001,14/02/2023 10:26:20
10002538,10009214,Brittney,Beltran,10/02/2022,2022/09/23,I,Inprogress,BN,Beneficiary Not Found,Y,350000,,,,Kristin Jackson,Spouse,100,,14/02/2023 10:26:20
10002539,10009216,Scott,Frazier,10/02/2022,2022/09/23,R,Received,,,Y,448000,,,,Glenda Perry,Spouse,100,,14/02/2023 10:26:20
10002540,10009228,David,Hardy,10/02/2022,2022/09/24,I,Inprogress,BN,Beneficiary Not Found,N,356000,,,,Brian Brandt,Son,100,,14/02/2023 10:26:20
10002541,10009230,Kathleen,Gray,10/02/2022,2022/09/25,P,Paid,,,N,121000,121000,,10/10/2022,Felicia Key,Son,100,1001001,14/02/2023 10:26:20
10002542,10009234,Donald,Murphy,10/02/2022,2022/09/25,P,Paid,,,N,402000,402000,,10/31/2022,William King,Daughter,100,1001001,14/02/2023 10:26:20
10002543,10009239,James,Martinez,10/02/2022,2022/09/27,I,Inprogress,FI,Fraud Investigation In Progress,Y,350000,,,,Michelle Cole,Daughter,100,,14/02/2023 10:26:20
10002544,10009244,Steven,Morales,10/02/2022,2022/09/27,A,Adjudicated,,,N,137000,,10/21/2022,,Mr. Christopher Knight DVM,Daughter,100,,14/02/2023 10:26:20
10002545,10009248,Jaime,Myers,10/02/2022,2022/09/28,P,Paid,,,Y,341000,341000,,10/23/2022,Arthur Smith,Spouse,100,1001001,14/02/2023 10:26:20
10002546,10009249,Robin,Davidson,10/02/2022,2022/09/28,I,Inprogress,DP,Document in Process,N,258000,,,,Stephanie Mullen,Daughter,100,,14/02/2023 10:26:20
10002547,10009253,Johnny,Peters,10/02/2022,2022/09/28,I,Inprogress,FI,Fraud Investigation In Progress,Y,217000,,,,Brian Perry,Daughter,100,,14/02/2023 10:26:20
10002548,10009263,Mary,Walker,10/02/2022,2022/09/29,A,Adjudicated,,,Y,429000,,10/27/2022,,Sabrina Randolph,Daughter,100,,14/02/2023 10:26:20
10002549,10009265,Katherine,Sosa,10/02/2022,2022/09/29,P,Paid,,,Y,345000,345000,,10/26/2022,Julia Morris,Son,100,1001001,14/02/2023 10:26:20
10002550,10009274,Jeffrey,Gonzalez,10/02/2022,2022/10/01,I,Inprogress,FI,Fraud Investigation In Progress,N,186000,,,,Brian Brown,Son,100,,14/02/2023 10:26:20
10002551,10009275,Karen,Mcdonald,10/02/2022,2022/10/01,A,Adjudicated,,,N,364000,,10/11/2022,,Melissa Johnson,Spouse,100,,14/02/2023 10:26:20
10002552,10009278,Fred,Rogers,10/02/2022,2022/10/02,A,Adjudicated,,,N,181000,,10/07/2022,,Jennifer Roth,Spouse,100,,14/02/2023 10:26:20
10002553,10009285,Jessica,Kim,10/02/2022,2022/10/02,A,Adjudicated,,,N,232000,,10/09/2022,,Luis Howard,Daughter,100,,14/02/2023 10:26:20
10002554,10008815,Jodi,Johnson,10/02/2022,2022/08/15,I,Inprogress,RA,Requirement Awaited,N,142000,,,,Donald Hayes,Daughter,100,,14/02/2023 10:26:20
10002555,10008838,Nicole,Gregory,10/02/2022,2022/08/18,A,Adjudicated,,,N,429000,,10/15/2022,,Nicholas Woods,Spouse,100,,14/02/2023 10:26:20
10002556,10008858,Russell,Ortiz,10/02/2022,2022/08/21,R,Received,,,Y,169000,,,,James Donaldson,Daughter,100,,14/02/2023 10:26:20
10002557,10008883,James,Cardenas,10/02/2022,2022/08/24,P,Paid,,,Y,98000,98000,,10/14/2022,Yolanda Hart,Daughter,100,1001001,14/02/2023 10:26:20
10002558,10008962,Christopher,Munoz,10/02/2022,2022/08/31,I,Inprogress,RA,Requirement Awaited,Y,273000,,,,Bobby Stevens,Daughter,100,,14/02/2023 10:26:20
10002559,10008463,Tiffany,Lopez,10/02/2022,2022/07/05,A,Adjudicated,,,Y,434000,,10/13/2022,,Tiffany Hughes,Spouse,100,,14/02/2023 10:26:20
10002560,10008496,Carrie,Mills,10/02/2022,2022/07/09,I,Inprogress,FI,Fraud Investigation In Progress,Y,276000,,,,Keith Martin,Daughter,100,,14/02/2023 10:26:20
10002561,10008514,Charles,Miller,10/02/2022,2022/07/11,R,Received,,,N,170000,,,,Joseph Mitchell,Spouse,100,,14/02/2023 10:26:20
10002562,10008524,Jon,Bennett,10/02/2022,2022/07/12,I,Inprogress,DP,Document in Process,Y,190000,,,,Paula Stephens,Son,100,,14/02/2023 10:26:20
10002563,10008549,Kristy,Stout,10/02/2022,2022/07/15,R,Received,,,N,165000,,,,Zachary Craig,Daughter,100,,14/02/2023 10:26:20
10002564,10008577,Erik,Lloyd,10/02/2022,2022/07/18,P,Paid,,,Y,334000,334000,,10/17/2022,Thomas Scott,Son,100,1001001,14/02/2023 10:26:20
10002565,10008601,Jeffrey,Sosa,10/02/2022,2022/07/20,I,Inprogress,RA,Requirement Awaited,N,113000,,,,Lance Martin,Son,100,,14/02/2023 10:26:20
10002566,10008644,Andrea,Young,10/02/2022,2022/07/24,I,Inprogress,PL,Policy Lapsed,Y,81000,,,,Marie Harmon,Son,100,,14/02/2023 10:26:20
10002567,10008660,Jeffrey,West,10/02/2022,2022/07/25,P,Paid,,,Y,404000,404000,,11/03/2022,Mr. John Roberts,Spouse,100,1001001,14/02/2023 10:26:20
10002568,10009299,Heather,Garcia,11/06/2022,2022/09/29,P,Paid,,,N,143000,143000,,12/02/2022,Logan Cruz,Spouse,100,1001001,14/02/2023 10:26:20
10002569,10009300,Diane,Meyer,11/06/2022,2022/09/29,P,Paid,,,Y,84000,84000,,12/09/2022,Jessica Lang,Son,100,1001001,14/02/2023 10:26:20
10002570,10009302,Jessica,Lewis,11/06/2022,2022/09/29,I,Inprogress,DP,Document in Process,N,485000,,,,Michael Owen,Son,100,,14/02/2023 10:26:20
10002571,10009309,Laura,Mckinney,11/06/2022,2022/09/29,A,Adjudicated,,,Y,58000,,12/03/2022,,Zachary Martinez,Spouse,100,,14/02/2023 10:26:20
10002572,10009311,Brittany,Randall,11/06/2022,2022/09/29,P,Paid,,,N,297000,297000,,12/09/2022,Jermaine Moody,Daughter,100,1001001,14/02/2023 10:26:20
10002573,10009317,Daniel,Chen,11/06/2022,2022/09/30,I,Inprogress,PL,Policy Lapsed,N,296000,,,,Brian Smith,Son,100,,14/02/2023 10:26:20
10002574,10009318,Brian,Wong,11/06/2022,2022/09/30,A,Adjudicated,,,Y,315000,,11/23/2022,,Sabrina Shannon,Spouse,100,,14/02/2023 10:26:20
10002575,10009321,Sandra,Clayton,11/06/2022,2022/09/30,R,Received,,,Y,456000,,,,Emma Myers,Daughter,100,,14/02/2023 10:26:20
